time,user_name,user_color,message
30,charlie59367,#1E90FF,"No."
32,ma1va_,,"HELLEOEOEOE"
35,nevo1st,#1E90FF,"@ttvbest_fortnite_player maaaybe"
37,luxembourgz99,,"Nevo1st has a chopped chin"
38,anastasiabvrhausen,#FF00E7,"Hello smelly"
47,born2shit_forced2wipe,#2E8B57,"Evening"
49,cocokofu,,"hey chat"
53,paulmccartneyy_,#DAA520,"WHAT ON EARTH DOES THE TITLE MEAN"
56,conradwba,,"Good evening everyone hope your all well"
66,lucaskehoe__,,"lucaskehoe__ subscribed with Prime. They've subscribed for 4 months! huzzah!"
67,paulmccartneyy_,#DAA520,"ALSO YOURE WELCOME FOR THIS SONG NEVLINGS"
74,sofiyeg,#8A2BE2,"hello everyone :3"
74,bartsimplton,,"club penguin is kil"
75,smellysoggysock,#1E90FF,"Yws"
77,bigmanting1337_,#8A2BE2,"nevnation is kil"
82,cocokofu,,"minecraft and then a little ds3?"
82,luxembourgz99,,"7 followers until fortnite stream 💖💖💖"
94,thetasigma01,#1E90FF,"ThetaSigma01 is gifting 5 Tier 1 Subs to nevo1st's community! They've gifted a total of 96 in the channel! "
95,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to realKDY20! "
95,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to uterus_man! "
95,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to ThePencilYT! "
95,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to luxembourgz99! "
95,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to emmalies! "
107,smellysoggysock,#1E90FF,"Wow"
110,luxembourgz99,,"Theta sigma ily ❤️❤️❤️"
118,bigmanting1337_,#8A2BE2,"WHO IS UTERUS MAN 💔💔💔"
123,luxembourgz99,,"My goat"
131,charlie59367,#1E90FF,"Uterus man seems cool"
132,luxembourgz99,,"nevo1sBosh"
134,conradwba,,"club penguin is kil no"
139,bigmanting1337_,#8A2BE2,"@uterus_man reveal yourself"
143,charlie59367,#1E90FF,"that's lovely"
151,conradwba,,"what a brilliant shirt I like it"
152,luxembourgz99,,"Nevo do the chopped chin dance"
176,morcou_,#DAA520,"nevnation 4 RIP"
177,born2shit_forced2wipe,#2E8B57,"YEAH 4 is shit"
177,sofiyeg,#8A2BE2,"does nevnation 4 kill?"
179,conradwba,,"is nevnation kil"
181,morcou_,#DAA520,"what do you think nevo"
181,charlie59367,#1E90FF,"I say no"
188,morcou_,#DAA520,"nothing will top nevnation 1"
191,bigmanting1337_,#8A2BE2,"give me vip please"
198,thetasigma01,#1E90FF,"i think it needs to happy as SOMEONE has allready been to the end"
218,thetasigma01,#1E90FF,"happen*"
224,bartsimplton,,"club pingu"
225,luxembourgz99,,"Nothing will top 1 (the only one I was in)"
249,morcou_,#DAA520,"@luxembourgz99 nevnations with me in it are S tier"
252,bigmanting1337_,#8A2BE2,"@nevo1st give me vip please"
255,morcou_,#DAA520,"you should do a nevnation tier list nevo"
262,bartsimplton,,"generosity killed the cat"
270,cocokofu,,"wait is nevnation 4 ending"
273,luxembourgz99,,"Nevo do the chopped chin dance ❤️"
280,morcou_,#DAA520,"LMAO"
287,sofiyeg,#8A2BE2,"TWAT"
288,realkdy20,#0000FF,"hello, as this is a minecraft stream i have made the tough choice to go and watch pundit today"
301,necrozmatic_,#1E90FF,"evening whats going on"
305,paulmccartneyy_,#DAA520,"i didnt even finish my build </3"
307,luxembourgz99,,"Search it on tiktok"
310,shaileletsgetit,#FF69B4,"Have you ever considered getting low taper fade"
329,shaileletsgetit,#FF69B4,"What a beta"
339,cocokofu,,"@nevo1st how much money for you to get a low taper fade"
347,luxembourgz99,,"The low taper fade meme is still massive"
348,bill_schitt,#008000,"nevo how many bits for you to do a backflip"
360,luxembourgz99,,"I'm seeing new ones everyday with millions of views"
373,shaileletsgetit,#FF69B4,"@luxembourgz99 i cant believe you still dragging this meme"
378,morcou_,#DAA520,"i made a nevnation tier list in general on discord"
382,bigmanting1337_,#8A2BE2,"@nevo1st how many channel points for me to get vip"
383,paulmccartneyy_,#DAA520,"how long between nevnation 4 and 5?"
384,luxembourgz99,,"🥀"
393,bill_schitt,#008000,"bro thinks he'll get 7 followers in a day...."
396,necrozmatic_,#1E90FF,"mango phonk vs low taper fade nevo1sGromit nevo1sGromit nevo1sGromit"
402,morcou_,#DAA520,"what will season 5 even have"
402,paulmccartneyy_,#DAA520,"DAYS."
403,born2shit_forced2wipe,#2E8B57,"are u gonna do fortnite??"
412,sofiyeg,#8A2BE2,"panglewang keeps giving out head"
415,cocokofu,,"can we start fortnite friday"
415,morcou_,#DAA520,"season 5 needs something important"
419,sofiyeg,#8A2BE2,"already gave it to me to"
424,luxembourgz99,,"My alts... 🗑️⛹️"
436,morcou_,#DAA520,"ill probs come back for season 5"
438,cocokofu,,"can we do fortnite friday (its funny because you dont stream on friday haha)"
457,morcou_,#DAA520,"been busy with uni and competing in melee tournaments but now ive got neither to do until febuary"
460,iu_cyy,#DAA520,"hi nevo!!"
469,luxembourgz99,,"Fortnite Thursday"
478,necrozmatic_,#1E90FF,""nevnation 4 is kill" "no""
481,morcou_,#DAA520,"idk what the gimmick would be"
492,iu_cyy,#DAA520,"didnt say hi back fake streamer"
495,alanparcels,#008000,"I’ll have to get whitelisted"
499,luxembourgz99,,"You already said fortnite stream 🤬🤬🤬"
500,nightbot,#7C7CE1,"JOIN MY DISCORD IF YOU ARE NOT WEIRD https://discord.com/invite/aUSKbeJPXp"
512,luxembourgz99,,"You're still you're still a traitorrrrr"
514,iu_cyy,#DAA520,"hi nevvy neville!"
522,sofiyeg,#8A2BE2,"FAKE STREAMER DOESN'T SAY HI TO HIS FANS"
532,luxembourgz99,,"No"
541,boommer69,#2E8B57,"hi nevo,im not in whitelist i can't join"
561,necrozmatic_,#1E90FF,"we need the very large uk world"
562,paulmccartneyy_,#DAA520,"literally the only world ive been on and its been a tragedy from start to end"
567,iu_cyy,#DAA520,"my unfinished house is best build on the server"
588,boommer69,#2E8B57,"oh ok i'll wait"
600,luxembourgz99,,"Do a British isles map so I can flee back home 🇮🇲🇮🇲🇮🇲"
608,boommer69,#2E8B57,"do nevnation rn"
610,necrozmatic_,#1E90FF,"@luxembourgz99 yes exactly"
613,sofiyeg,#8A2BE2,"the tower is worse because it was blown up in parts i think"
620,iu_cyy,#DAA520,"its because a certain someone started blowing it up so me and fivo tried to just plug up the water"
622,sofiyeg,#8A2BE2,"and people tried fixing it"
627,paulmccartneyy_,#DAA520,"No election pleek pleek pleek"
647,necrozmatic_,#1E90FF,"we all get a county each"
650,alanparcels,#008000,"nevo Minecraft pro"
655,boommer69,#2E8B57,"ok i can't wait"
677,luxembourgz99,,"Scotland would be tundra perchance"
688,boommer69,#2E8B57,"add me in discord neva"
690,luxembourgz99,,"And them islands above it"
692,guynamedpipe3,#2E8B57,"whyd you break"
695,sofiyeg,#8A2BE2,"i say just do a normal sever, just not snow biome again"
717,necrozmatic_,#1E90FF,"skegvegas is just a desert"
736,iu_cyy,#DAA520,"just a couple problems"
746,luxembourgz99,,"Or do Europe map so I can live my dreams 🇱🇺🇱🇺🇱🇺"
753,iu_cyy,#DAA520,"uhh"
765,sofiyeg,#8A2BE2,"filled with some true wisdom this"
767,paulmccartneyy_,#DAA520,"i had no clue that it existed"
