time,user_name,user_color,message
22,jamieec,#5F9EA0,"hi nevo"
35,fivootm,#00973E,"thank you for saving us from that stream"
35,jamieec,#5F9EA0,"how's it going king?"
41,nevo1st,#1E90FF,"HELLO"
41,ma1va_,,"HII"
45,nevo1st,#1E90FF,"@FivooTM RUDE!!!"
47,sneele_,#FF7F50,"9 raiders from sneele_ have joined! "
48,nevo1st,#1E90FF,"HELLO EVERYONE"
49,ujuzicc,#00F7FF,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
50,ya_dad_sells_avon123,,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
52,zynxoh,#8A2BE2,"no way nevo weekend stream"
53,ttvbest_fortnite_player,#FF0000,"Hello late ginger"
54,lyraawr,#FF69B4,"sneeleRaid"
54,sigmatrucker,,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
54,lyraawr,#FF69B4,"sneeleRaid"
54,thetasigma01,#1E90FF,"wtf is this stream"
54,nevo1st,#1E90FF,"HELLO RAIDERS"
55,folklohre,#FF69B4,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
57,lyraawr,#FF69B4,"sneeleRaid sneeleRaid sneeleRaid"
58,folklohre,#FF69B4,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
60,ujuzicc,#00F7FF,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
61,fivootm,#00973E,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
62,ya_dad_sells_avon123,,"sneeleRaid sneeleRaid"
64,ujuzicc,#00F7FF,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
70,nevo1st,#1E90FF,"THANK YOU SNEELE"
77,sneele_,#FF7F50,"sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid sneeleRaid"
78,ya_dad_sells_avon123,,"hi nevo"
86,ralph_xy,,"Hey nevo what is your opinion on giving king ian moore a scottish lsland?"
86,jamieec,#5F9EA0,"what is this epic music??"
90,sofiyeg,#8A2BE2,"hello nevlings :3"
95,sofiyeg,#8A2BE2,"and hi nevo"
95,thetasigma01,#1E90FF,"@nevo1st can u play the better version of this song the sus one"
100,ujuzicc,#00F7FF,"hello nevo, we are from the sneele stream, please consider checking him out"
101,nevo1st,#1E90FF,"@ralph_xy very irresponsible"
108,necrozmatic_,#1E90FF,"hello everyone"
113,ralph_xy,,"he’s gay he cant be a nonce!"
117,brodzster11,,"hello"
130,jamieec,#5F9EA0,"still cant say their name correctly"
130,lyraawr,#FF69B4,"thats what damascus, thats what the point of damascus (syria)"
130,ya_dad_sells_avon123,,"@necrozmatic_ hi"
131,thetasigma01,#1E90FF,"Thanks!"
135,paulmccartneyy_,#DAA520,"what song is this? its a lullabye to me ears"
138,anastasiabvrhausen,#FF00E7,"Hi what the fuck is this song"
153,thetasigma01,#1E90FF,"@AnastasiaBvrhausen my theme song"
170,jamieec,#5F9EA0,"gay dream?"
176,jamieec,#5F9EA0,"wait is he gay?"
177,ttvbest_fortnite_player,#FF0000,"Hello nevo xx"
195,brodzster11,,"crazy scenes"
196,jamieec,#5F9EA0,"is it new bro?"
196,albonator01,#FF0000,"NEVO"
197,paulmccartneyy_,#DAA520,"CHANGE THAT OUTFIT NOW"
198,ttvbest_fortnite_player,#FF0000,"WILBAHHHH"
200,lyraawr,#FF69B4,"i bombed l'manburg :) !"
201,thetasigma01,#1E90FF,"OMG ITS WILLBUR!"
204,brodzster11,,"NO WILBUR"
208,thetasigma01,#1E90FF,"Pls bite me daddy"
209,sofiyeg,#8A2BE2,"did you piss on it?"
209,jamieec,#5F9EA0,"where r the glasses?"
215,lyraawr,#FF69B4,"wilbah... ?"
218,paulmccartneyy_,#DAA520,"girl would ironing it have killed you"
227,superbearalf,,"bro just got dressed"
228,jamieec,#5F9EA0,"blurry cam bestie"
233,hulkshart,#FF0000,"unironically you and sneele possibly are wilbur and tommy"
238,lyraawr,#FF69B4,"try harder please"
244,jamieec,#5F9EA0,"they invented a thing called an iron"
254,lyraawr,#FF69B4,"can i add bestie to the banned terms list?"
256,brodzster11,,"bit crised"
265,fivootm,#00973E,"omg leaked"
267,necrozmatic_,#1E90FF,"the nevvyssss woooooo"
275,thetasigma01,#1E90FF,"Vote me for freakest pls babes <3"
299,anastasiabvrhausen,#FF00E7,"WHAT WAS THAT"
304,nevo1st,#1E90FF,"https://forms.gle/EcaPRP63MpArkujs8"
306,thetasigma01,#1E90FF,"vote me for freakest"
306,brodzster11,,"what the hell"
316,ya_dad_sells_avon123,,"@thetasigma01 sorry already voted"
316,necrozmatic_,#1E90FF,"i am voitng right now"
321,lyraawr,#FF69B4,"i clicked the link and it said my ip was logged?"
327,sofiyeg,#8A2BE2,"i'll do it in a bit"
329,thetasigma01,#1E90FF,"and gayest and i will blow u behind tesco (if your over 18)"
338,ttvbest_fortnite_player,#FF0000,"WHATT"
341,fivootm,#00973E,"vote norway for the worst bit ‼️‼️‼️"
344,lyraawr,#FF69B4,"LOLLL"
346,anastasiabvrhausen,#FF00E7,"I like ur jumper the colour brings out your eyes"
347,jamieec,#5F9EA0,"can u add the ability to add 2 responses for some?"
348,paulmccartneyy_,#DAA520,"i clicked the link and my laptop grew legs and walked over to the bin... wth"
353,best_lesbian,#FF69B4,"FFS my sub ended 😭😭"
356,brodzster11,,"saw your request to join the TikTok league seems brilliant"
379,anastasiabvrhausen,#FF00E7,"what release is it on"
380,nightbot,#7C7CE1,"JOIN MY DISCORD IF YOU ARE NOT WEIRD https://discord.com/invite/aUSKbeJPXp"
384,best_lesbian,#FF69B4,"Is this important I'm playing resident evil 2"
395,jamieec,#5F9EA0,"are we gonna blow up dreamsmp??"
400,jamieec,#5F9EA0,"1.21.1"
400,anastasiabvrhausen,#FF00E7,"is it on 1.21.3"
408,thetasigma01,#1E90FF,"my name is Theta_Sigma_ pls let me join"
412,kerloud,#DADADA,"Wtf"
421,anastasiabvrhausen,#FF00E7,"fuck sake"
427,realkdy20,#0000FF,"just put don't care for all of the minecraft questions i'm being honest with you"
429,anastasiabvrhausen,#FF00E7,"call me maybe !!!!!!"
432,nevo1st,#1E90FF,"https://forms.gle/EcaPRP63MpArkujs8"
435,anastasiabvrhausen,#FF00E7,"love that song"
439,lyraawr,#FF69B4,"ME ME ME!"
443,lyraawr,#FF69B4,"baby's first shift"
446,georgelovesnevo,#FF0000,"yooo"
450,brodzster11,,"thoughts on Andy Moore leaving the TikTok league"
451,thetasigma01,#1E90FF,"how do u join the server anyways?"
475,georgelovesnevo,#FF0000,"It worked"
476,paulmccartneyy_,#DAA520,"crazy how you make people work so hard for vip and then make them mod straight away so they cant enjoy it..."
479,ic3mini,#000000,"give him a sec!"
481,bill_schitt,#008000,"SNEELE HATES YOU"
483,bill_schitt,#008000,"I DONT BLAME HIM"
495,necrozmatic_,#1E90FF,"could i get a whitelist please boss"
501,bill_schitt,#008000,"me being able to join is a GIVEN"
503,thetasigma01,#1E90FF,"i miss my minecraft wife can she come back to me"
508,bill_schitt,#008000,"leaking DMs"
510,georgelovesnevo,#FF0000,"it’s because I only watch you on twitch lol"
529,bill_schitt,#008000,"stop leaking DMs moron!!!!"
533,necrozmatic_,#1E90FF,"nevo it has an underscore after it"
539,bill_schitt,#008000,"mate noone is believing that you've never seen DreamSMP"
544,kerloud,#DADADA,"Is this a new server"
545,necrozmatic_,#1E90FF,"yayyyy"
559,xlbullyofnevo,#0000FF,"WILBUR!"
564,kerloud,#DADADA,"No I mean is it the same ip"
566,thetasigma01,#1E90FF,"can i be whitelisted cos im the best <3"
578,necrozmatic_,#1E90FF,"WILBAHHHHHHHHHHHHHHHHHHHH"
581,jamieec,#5F9EA0,"lets ssee her"
583,jamieec,#5F9EA0,"awww"
586,thetasigma01,#1E90FF,"OMG CAT!"
590,thetasigma01,#1E90FF,"SO CUTE"
591,thetasigma01,#1E90FF,"AWW"
591,bill_schitt,#008000,"NEVO WHY ARE YOU DRESSED LIKE A STAR TREK COMMANDER"
593,jamieec,#5F9EA0,"when u get ur new cam can we have a cat cam?"
593,necrozmatic_,#1E90FF,"nevocat"
596,necrozmatic_,#1E90FF,"i love it"
600,xlbullyofnevo,#0000FF,"Nevo can you sing a Wilbah Soot song?"
602,brodzster11,,"thoughts on women wilbur"
609,thetasigma01,#1E90FF,"Nevocat can he be the star of the stream pls?"
623,bill_schitt,#008000,"WHY DOES THE TITLE SAY 2.8"
631,realkdy20,#0000FF,"gyat?"
633,bill_schitt,#008000,"!title DREAM SMP LORE STREAM (nevnation 3.8)"
634,nightbot,#7C7CE1,"@bill_schitt -> The stream title has been updated to: DREAM SMP LORE STREAM (nevnation 3.8)"
640,thetasigma01,#1E90FF,"MC name is Theta_Sigma_"
644,ic3mini,#000000,"sneele... your brother is joining"
657,xlbullyofnevo,#0000FF,"Nevo who is your favourite DREAMSMP member and an in depth reason why"
661,bill_schitt,#008000,"jesus christ you're actually RPing as Wilba"
669,bill_schitt,#008000,"sneele being an expert in DreamSMP does not surprise me"
693,brodzster11,,"sorry what are we burning down"
697,xlbullyofnevo,#0000FF,"Nevo recreate some famous DreamSMP moments"
709,thetasigma01,#1E90FF,"ThetaSigma01 is gifting 5 Tier 1 Subs to nevo1st's community! They've gifted a total of 7 in the channel! "
709,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to 66tl_! "
709,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to louisbar927! "
709,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to ya_dad_sells_avon123! "
709,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to brodzster11! "
709,thetasigma01,#1E90FF,"ThetaSigma01 gifted a Tier 1 sub to buttfungus27! "
713,bill_schitt,#008000,"wtf"
723,lyraawr,#FF69B4,"HOLY HUGE!"
726,brodzster11,,"OH YES"
729,brodzster11,,"WHAT A GUY"
731,bill_schitt,#008000,"bannable offence"
732,kerloud,#DADADA,"Holy moly subs"
732,necrozmatic_,#1E90FF,"w thetasigma moment"
739,ya_dad_sells_avon123,,"thank you sigma"
742,realkdy20,#0000FF,"whiteboard"
743,bill_schitt,#008000,"@nevo1st say the names of those who got subs WeirdChamp"
748,brodzster11,,"thank you very much"
758,sofiyeg,#8A2BE2,"buying the nevvy election (w though thetasigma)"
766,brodzster11,,"nevo1sFuming"
773,bill_schitt,#008000,"@nevo1st say the names of those who got subs WeirdChamp  say the names of those who got subs WeirdChamp  say the names of those who got subs WeirdChamp  say the names of those who got subs WeirdChamp"
773,thetasigma01,#1E90FF,"@SofiyeG i am shh"
784,folklohre,#FF69B4,"i placed 6th place when sneele and harry left me :("
788,jamieec,#5F9EA0,"hes gayu"
798,bill_schitt,#008000,"@nevo1st sing the song he uploaded"
806,ic3mini,#000000,"i would like to join"
809,folklohre,#FF69B4,"how do you join"
813,alex_turner_official,#00FF7F,"wheres the guy who bit me"
823,brodzster11,,"mental scenes on the dream smo tubbo is gay"
838,thetasigma01,#1E90FF,"can u whitelist me bestie i will steal your knees if u dont or do up 2 u"
869,thetasigma01,#1E90FF,"Theta_Sigma_"
874,folklohre,#FF69B4,"ohhh THANK U"
883,necrozmatic_,#1E90FF,"@folklohre HEY FOLKLOHRE"
891,folklohre,#FF69B4,"HEY NECRO"
898,necrozmatic_,#1E90FF,"LONG TIME NO SEE"
900,brodzster11,,"where are the discs"
926,brodzster11,,"vikkgod"
929,folklohre,#FF69B4,"@Necrozmatic_ IT IS !"
939,thetasigma01,#1E90FF,"dam says im not whitelisted :("
944,folklohre,#FF69B4,"a legend is about to join"
962,xlbullyofnevo,#0000FF,"Nevo are you in your WILBUR! era?"
965,sofiyeg,#8A2BE2,"SofiyeG is gifting 5 Tier 1 Subs to nevo1st's community! They've gifted a total of 10 in the channel! "
966,sofiyeg,#8A2BE2,"SofiyeG gifted a Tier 1 sub to e___04! "
966,sofiyeg,#8A2BE2,"SofiyeG gifted a Tier 1 sub to alex_turner_official! "
966,sofiyeg,#8A2BE2,"SofiyeG gifted a Tier 1 sub to gilbyp1! "
966,sofiyeg,#8A2BE2,"SofiyeG gifted a Tier 1 sub to superbearalf! "
966,sofiyeg,#8A2BE2,"SofiyeG gifted a Tier 1 sub to will666flash12! "
978,brodzster11,,"arrest them all and force them to listen to any dream smp song"
991,thetasigma01,#1E90FF,"Theta_Sigma_ has another _ at the end lol"
1012,sofiyeg,#8A2BE2,"can't let thetasigma get away with stealing the nevvys"
1016,xlbullyofnevo,#0000FF,"Nevo can you sing Wilbur Soot's song?"
1022,fivootm,#00973E,"play tokyo machine -  rock it"
1041,thetasigma01,#1E90FF,"u forgot the _ at the end lol"
1047,folklohre,#FF69B4,"what version of minecraft is this"
1056,xlbullyofnevo,#0000FF,"Nevo and Sneele karaoke stream when?"
1069,xlbullyofnevo,#0000FF,"Mr"
1070,ujuzicc,#00F7FF,"UjuziCC gifted a Tier 1 sub to SCPilot! They have given 6 Gift Subs in the channel! "
1074,brodzster11,,"hopefully no one is dream"
1097,folklohre,#FF69B4,"nevo blanked me"
1105,xlbullyofnevo,#0000FF,"Nevo do you want Lunchly"
1108,folklohre,#FF69B4,"someone tell me the version please"
1138,sofiyeg,#8A2BE2,"i know nothing nevo"
1144,ujuzicc,#00F7FF,"no i was also far too old for dream smp"
1148,sofiyeg,#8A2BE2,"i'm here for the explanation"
1159,brodzster11,,"i know that half of the people from it like kids"
1205,xlbullyofnevo,#0000FF,"WILBUR YOU'VE BEEN CANCELED"
1227,bill_schitt,#008000,"@nevo1st turn song requests on"
1257,bill_schitt,#008000,"dickhead"
1259,ya_dad_sells_avon123,,"is everyone in the dream smp been cancelled at one point ?"
1264,xlbullyofnevo,#0000FF,"Nevo who has the most demonic discord you or Sneele"
1275,zynxoh,#8A2BE2,"hello nevo"
1301,bill_schitt,#008000,"i think everyone in chat has a sub because i cannot even gift one anymore"
1314,xlbullyofnevo,#0000FF,"Nevo did Jafaar watch the DreamSMP"
1316,ujuzicc,#00F7FF,"sneele you did have sigmarizzenjoyer"
1357,sofiyeg,#8A2BE2,"probably not great to feel just like dream"
1384,xlbullyofnevo,#0000FF,"Nevo did Jafaar watch the DreamSMP"
1389,ujuzicc,#00F7FF,"Choo Chooo RawkOut"
1412,ujuzicc,#00F7FF,"right i didn't think me clicking ok on the hype train would post a fucking message lmao"
1432,xlbullyofnevo,#0000FF,"Nevo what do you think WILBUR! ordered at Maccies?"
1433,sofiyeg,#8A2BE2,"happy to not have clicked on it now"
1447,brodzster11,,"drem bad guy"
1455,brodzster11,,"drem bad guys"
1463,xlbullyofnevo,#0000FF,"Nevo did Jafaar watch the DreamSMP?"
1474,brodzster11,,"loves a big snack that Wilbur"
1509,sofiyeg,#8A2BE2,"is the acting on the dreamsmp better than on the stampylongcock vids, because i can't imagine that being the case"
1509,xlbullyofnevo,#0000FF,"Nevo is Jafaar good friends with WILBUR??"
1521,brodzster11,,"oh god Wilbur last canon life has gone"
1558,sofiyeg,#8A2BE2,"do we have abiggest neek nevvy"
1564,sofiyeg,#8A2BE2,"i may want to nomainate sneele"
1567,xlbullyofnevo,#0000FF,"Sneele was probably one of those fans who dressed up as DreamSMP members and sang Mask by Dream on repeat"
1568,thetasigma01,#1E90FF,"i hate this stream so much"
1573,thetasigma01,#1E90FF,"i want to leave life"
1585,brodzster11,,"whoever is speaking must be really dirty"
1603,thetasigma01,#1E90FF,"i think im going to try my bath bomb idea tonight thanks to this stream Nevo <3"
1613,xlbullyofnevo,#0000FF,"Sneele was probably one of those fans who dressed up as DreamSMP members and sang Mask by Dream on repeat"
1615,sofiyeg,#8A2BE2,"@ThetaSigma01 i'll join you"
1671,brodzster11,,"why is Wilbur flying I don’t remember this lore"
1688,ya_dad_sells_avon123,,"the lore runs deep"
1703,xlbullyofnevo,#0000FF,"Nevo is Sneele in that one cringe DreamSMP fan video where they all dressed up as DreamSMP members and sang Mask by Dream?"
1718,brodzster11,,"don’t think he has any fans tbf"
1740,kerloud,#DADADA,"No more cuss words guys"
1747,xlbullyofnevo,#0000FF,"Answer my question please Mr. Nevo1st"
1788,thetasigma01,#1E90FF,"Can we have a bath bomb stream?"
1796,sofiyeg,#8A2BE2,"please nevo"
1799,brodzster11,,"sneele do u shower"
1802,sofiyeg,#8A2BE2,"we ant a bathbomb stream"
1820,xlbullyofnevo,#0000FF,"Nevo does Sneele touch grass?"
1838,thetasigma01,#1E90FF,"there is alot of gay stuff along on the dream smp"
1851,brodzster11,,"u sound severally homeless nevo"
1872,xlbullyofnevo,#0000FF,"Wilbur "The Cannibal" Soot"
1922,hulkshart,#FF0000,"DONT TALK ABOUT THIS SNEELE"
1922,xlbullyofnevo,#0000FF,"Nevo who is your favourite DreamSMP and an in depth reason why they are your favourite?"
1924,hulkshart,#FF0000,"FUCK YOU"
1924,ujuzicc,#00F7FF,"what is the plan for this stream outside of just walking round the dreamsmp server lmao"
1924,brodzster11,,"does sneele have a piss draw"
1955,brodzster11,,"I’m guessing he does"
1977,xlbullyofnevo,#0000FF,"Nevo are you going to scran Dream?"
2010,bill_schitt,#008000,"thats embarrassing"
2015,bill_schitt,#008000,"@nevo1st i think everyone watching is subbed"
2018,bill_schitt,#008000,"because i cant donate any more"
2035,ujuzicc,#00F7FF,"@bill_schitt drove all the nonsubs away"
2038,bill_schitt,#008000,"true"
2040,xlbullyofnevo,#0000FF,"Nevo will you and Sneele going to do a Karaoke stream,"
2050,xlbullyofnevo,#0000FF,"?"
2072,bill_schitt,#008000,"DADDY DWEAM"
2077,bill_schitt,#008000,":hearts_in_eyes:"
2089,bill_schitt,#008000,"@nevo1st turn on song requests dickhead"
2102,xlbullyofnevo,#0000FF,"Nevo who would win in a fight Sneele's Fortnite Mrbeast vs Nevo1st's Minecraft Dream"
2107,brodzster11,,"that’s what the point of the fast is"
2128,sofiyeg,#8A2BE2,"true nevling behaviour"
2130,bill_schitt,#008000,"WILBA THEY'VE STOLE THE COPPER WIRING WILBA"
2135,bill_schitt,#008000,"WILBA THEY'VE STOLE THE SLATE ROOFING WILBA"
2147,thetasigma01,#1E90FF,"they stealing your knees dreams!"
2163,bill_schitt,#008000,"@nevo1st mate enable song requests so i can put it in the title too"
2177,brodzster11,,"is sneele severely austistic nevo?"
2178,xlbullyofnevo,#0000FF,"WILBUR! YOU NEED TO STOP EATING PEOPLE WILBUR!"
2189,lyraawr,#FF69B4,"now that im a mod u can give away my vip!"
2191,nightbot,#7C7CE1,"JOIN MY DISCORD IF YOU ARE NOT WEIRD https://discord.com/invite/aUSKbeJPXp"
2218,bill_schitt,#008000,"you know about it because you're a dreamsmp fan"
2223,sofiyeg,#8A2BE2,"you seem to actually know quite a lot nevo"
2232,sofiyeg,#8A2BE2,"are you sure you weren't a secret mega fan"
2236,xlbullyofnevo,#0000FF,"Nevo is Sneele secretly that Darius guy on TikTok?"
2250,xlbullyofnevo,#0000FF,"Darius is cool tho"
2256,ya_dad_sells_avon123,,"are people looting the smp like it’s sadams palace?"
2258,brodzster11,,"Darius get out of my closet please"
2267,thetasigma01,#1E90FF,"yeah im taking a bath with my toaster bye guys"
2280,sofiyeg,#8A2BE2,"didn't invite me :("
2286,bill_schitt,#008000,"WILBUR, THEY TOOK THE SLATE ROOFING, WILBUR"
2318,boommer69,#2E8B57,"NEVVOOOOOOOOOOOO"
2318,sofiyeg,#8A2BE2,"oh no i didn't mean you nevo, i meant theta. but my mc name is also SofiyeG i think"
2318,xlbullyofnevo,#0000FF,"Nevo is Nevnation up there with great TV shows like Breaking Bad,Prison Break and Dexter"
2321,boommer69,#2E8B57,"SUP"
2330,thetasigma01,#1E90FF,"they stormed the capital in dream smp"
2337,brodzster11,,"if they hired writers they must be homeless now"
