time,user_name,user_color,message
11,streamelements,#5B99FF,"nevo1st is now live! Streaming Minecraft: BEATING MINECRAFT FOR THE VERY FIRST TIME (!sr)"
21,born2shit_forced2wipe,#2E8B57,"AGADOO!!"
23,born2shit_forced2wipe,#2E8B57,"woo"
28,born2shit_forced2wipe,#2E8B57,"ready for benidorm"
31,luigimangione2024,,"hello boy."
36,thetasigma01,#1E90FF,"HEY NEVO"
39,born2shit_forced2wipe,#2E8B57,"wait are u gonna beat it on ur own?"
47,jayc365ud,,"Nevo who dies tonight"
47,luxembourgz99,,"!sr Goldilocks Made of"
48,nightbot,#7C7CE1,"@luxembourgz99 -> There was an error requesting the song. Error: video too long (10 min max)"
48,streamelements,#5B99FF,"@luxembourgz99, could not add song: The requested song is too long"
48,kerloud,#DADADA,"Ello"
53,luxembourgz99,,"What"
58,nevo1st,#1E90FF,"HELLO"
65,fivootm,#00973E,"no help this time lad"
72,fivootm,#00973E,"not a word"
73,luigimangione2024,,"!sr my name is sonic song"
73,nightbot,#7C7CE1,"@luigimangione2024 -> "My name is Sonic yo!" by AtariX has been added to the queue in position #1"
74,streamelements,#5B99FF,"@luigimangione2024, added AtariX - "My name is Sonic yo!" to the queue at #1 (playing ~now) https://youtu.be/UI1u7Y8I6q0"
79,luigimangione2024,,"i dont think thats it"
90,luxembourgz99,,"!Sr https://youtu.be/p1FBSZNlhTk?si=Uy-6S5-ssbGjLMrE"
90,sofiyeg,#8A2BE2,"didn't let me finish my film >:("
90,born2shit_forced2wipe,#2E8B57,"is my marge pic here today?"
90,nightbot,#7C7CE1,"@luxembourgz99 -> "Goldielocks – Made Of (music video) // UMK25" by Uuden Musiikin Kilpailu has been added to the queue in position #1"
91,streamelements,#5B99FF,"@luxembourgz99, added Uuden Musiikin Kilpailu - "Goldielocks – Made Of (music video) // UMK25" to the queue at #1 (playing ~now) https://youtu.be/p1FBSZNlhTk"
92,luigimangione2024,,"!sr flewdew"
93,nevo1st,#1E90FF,"ITS WORKING!"
100,luigimangione2024,,"!sr flewdew video"
101,nightbot,#7C7CE1,"@luigimangione2024 -> "Where Have I Been?" by FlewDew has been added to the queue in position #2"
101,streamelements,#5B99FF,"@luigimangione2024, could not add song: The requested song is too long"
102,born2shit_forced2wipe,#2E8B57,"!sr dial up noise"
106,thetasigma01,#1E90FF,"hey @nevo1st to beat minecraft u need to twerk for us"
106,smellysoggysock,#1E90FF,"who die"
112,luigimangione2024,,"!sr homer simpson sicko mode"
113,nightbot,#7C7CE1,"@luigimangione2024 -> There was an error requesting the song. Error: video too short (30 sec min)"
122,luigimangione2024,,"!sr cleveland brown sicko mode"
123,streamelements,#5B99FF,"@luigimangione2024, added Tasty Husbands - "Cleveland Brown Sicko Mode - FULL VERSE" to the queue at #2 (playing ~in  3 mins 11 secs) https://youtu.be/SpgCXFLGp-4"
127,born2shit_forced2wipe,#2E8B57,"!sr big ole smelly fart"
128,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, added Bently Harris - "Big Ole' Smelly Fart - Achy Breaky Heart Parody - Bently Sumner Harris" to the queue at #3 (playing ~in  5 mins 1 sec) https://youtu.be/M9YhMRRQA90"
146,jayc365ud,,"Nevo this loading time is taking the Michael mate"
150,sofiyeg,#8A2BE2,"can't wait for him to try and build another 2x2 nether portal"
176,luigimangione2024,,"!remove 1"
190,luxembourgz99,,"Hi"
196,jayc365ud,,"hello all"
200,luigimangione2024,,"!skip"
210,luigimangione2024,,"!voteskip"
211,streamelements,#5B99FF,"@luigimangione2024 Skip requested! Current song will be skipped in 3 more votes!"
213,thetasigma01,#1E90FF,"and no hey to Theta sigma as allways >:("
220,voied_,,"hello everyone, remember me?"
222,born2shit_forced2wipe,#2E8B57,"!quote gimpy perm boy"
222,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, no quote found"
223,luigimangione2024,,"!quote"
223,streamelements,#5B99FF,"@luigimangione2024, no quote found"
230,luigimangione2024,,"!quote @nevo1st"
231,streamelements,#5B99FF,"@luigimangione2024, no quote found"
231,jayc365ud,,"!quote"
231,streamelements,#5B99FF,"@jayc365ud, no quote found"
232,sofiyeg,#8A2BE2,"!quote something"
232,streamelements,#5B99FF,"@SofiyeG, no quote found"
233,thetasigma01,#1E90FF,"im done saying hey to u nevo >:("
235,voied_,,"bosh"
240,jayc365ud,,"nevo1sBosh"
240,born2shit_forced2wipe,#2E8B57,"!quote"
241,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, no quote found"
244,fivootm,#00973E,"!followage"
245,streamelements,#5B99FF,"@FivooTM, fivootm has been following nevo1st for  6 months 11 hours"
249,born2shit_forced2wipe,#2E8B57,"!commands"
249,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe You can find a list of all Commands here https://StreamElements.com/nevo1st/commands"
252,voied_,,"ops on Steve Bracknell NEVO?"
259,thetasigma01,#1E90FF,"!followage"
259,streamelements,#5B99FF,"@ThetaSigma01, thetasigma01 has been following nevo1st for  2 months 6 days 23 hours"
261,luigimangione2024,,"SKIP THIS ONE"
264,fivootm,#00973E,"6 month anniversary today nevo nevo1sS"
265,necrozmatic_,#1E90FF,"!sr breaking the boom meter"
265,jayc365ud,,"Steve Bracknell mii is a shout"
265,streamelements,#5B99FF,"@Necrozmatic_, added A.J. & Big Justice - "A.J. & Big Justice - Breaking the BOOM Meter!💥 (Official Music Video)" to the queue at #4 (playing ~in  7 mins 41 secs) https://youtu.be/ZmSXB_lGlms"
272,paulmccartneyy_,#DAA520,"!sr kitchen SZA"
272,streamelements,#5B99FF,"@paulmccartneyy_, added SZA - "SZA - Kitchen (Official Audio)" to the queue at #5 (playing ~in  9 mins 39 secs) https://youtu.be/2kabEeizyaw"
277,necrozmatic_,#1E90FF,"!followage"
277,streamelements,#5B99FF,"@Necrozmatic_, necrozmatic_ has been following nevo1st for  5 months 11 days 22 hours"
288,voied_,,"@jayc365ud exactly"
289,luigimangione2024,,"!followage"
290,streamelements,#5B99FF,"@luigimangione2024, luigimangione2024 has been following nevo1st for  4 months 6 days 1 hour"
292,voied_,,"!followage"
292,luxembourgz99,,"!followage"
294,jayc365ud,,"!followage"
295,born2shit_forced2wipe,#2E8B57,"!points"
295,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe Born2Shit_Forced2Wipe has 0 points and is rank 1/0 on the leaderboard."
301,thetasigma01,#1E90FF,"!followage"
301,streamelements,#5B99FF,"@ThetaSigma01, thetasigma01 has been following nevo1st for  2 months 6 days 23 hours"
302,paulmccartneyy_,#DAA520,"!followage"
303,streamelements,#5B99FF,"@paulmccartneyy_, paulmccartneyy_ has been following nevo1st for  6 months 6 days"
304,sofiyeg,#8A2BE2,"!points"
305,streamelements,#5B99FF,"@SofiyeG SofiyeG has 0 points and is rank 1/0 on the leaderboard."
305,born2shit_forced2wipe,#2E8B57,"!song"
305,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, current song: Uuden Musiikin Kilpailu - Goldielocks – Made Of (music video) // UMK25, requested by luxembourgz99 https://youtu.be/p1FBSZNlhTk"
317,thetasigma01,#1E90FF,"!points"
317,streamelements,#5B99FF,"@ThetaSigma01 ThetaSigma01 has 0 points and is rank 1/0 on the leaderboard."
321,born2shit_forced2wipe,#2E8B57,"!Followage"
321,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, born2shit_forced2wipe has been following nevo1st for  20 hours 53 mins"
325,squirm1610,,"I have fallen into the black void"
329,luxembourgz99,,"!points"
329,streamelements,#5B99FF,"@luxembourgz99 luxembourgz99 has 0 points and is rank 1/0 on the leaderboard."
334,born2shit_forced2wipe,#2E8B57,"FIRST"
338,born2shit_forced2wipe,#2E8B57,"prove you dont have mods installed"
341,jayc365ud,,"!followage"
342,thetasigma01,#1E90FF,"look at them nipples"
342,streamelements,#5B99FF,"@jayc365ud, jayc365ud has been following nevo1st for  3 months 26 days 20 hours"
344,sofiyeg,#8A2BE2,"!sr https://www.youtube.com/watch?v=TeccAtqd5K8"
345,streamelements,#5B99FF,"@SofiyeG, could not add song: The requested song is too long"
346,voied_,,"what’s mine I can’t see 😭"
352,born2shit_forced2wipe,#2E8B57,"no hacked client?"
360,luxembourgz99,,"Nevo this song came out today do you like it"
364,paulmccartneyy_,#DAA520,"!sr killing time Magdalena Bay"
365,streamelements,#5B99FF,"@paulmccartneyy_, added Magdalena Bay - "Magdalena Bay - Killing Time (Official Audio)" to the queue at #5 (playing ~in  9 mins 21 secs) https://youtu.be/CDYkitREFxM"
365,born2shit_forced2wipe,#2E8B57,"ew dont say u are chunky"
366,sofiyeg,#8A2BE2,"what is the max song length?"
372,voied_,,"nevo look at Steve Bracknell assistant manager of Royal Oak FC?"
374,luxembourgz99,,"Finnish"
379,paulmccartneyy_,#DAA520,"!sr Boneheads Bank Holiday"
379,jayc365ud,,"Nevo the Minecraft skin is giving me Paul breach vibes ngl"
380,streamelements,#5B99FF,"@paulmccartneyy_, could not add song: The requested song is too long"
388,born2shit_forced2wipe,#2E8B57,"!sr chinese food"
388,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, added GaryfromNJ1969 - "Chinese Food Delivery" to the queue at #6 (playing ~in  13 mins 15 secs) https://youtu.be/SjYtKijcYkI"
393,born2shit_forced2wipe,#2E8B57,"!wrongsong"
393,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe Removed your last song from the queue: Chinese Food Delivery"
397,born2shit_forced2wipe,#2E8B57,"YES IT WORKED OWEN"
401,jayc365ud,,"Steve Bracknell on tik tok is goated look"
403,sofiyeg,#8A2BE2,"why are your nipples so close together"
404,born2shit_forced2wipe,#2E8B57,"!sr i love chinese food"
405,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, added RandomVideosHD - "Alison Gold   Chinese Food Official Music Video" to the queue at #6 (playing ~in  13 mins 15 secs) https://youtu.be/n49of3EbpR8"
407,voied_,,"!followage"
407,streamelements,#5B99FF,"@Voied_, voied_ has been following nevo1st for  5 months 10 days 10 hours"
408,squirm1610,,"promote my title you’re the most famous person I know"
416,voied_,,"5 months semi og"
421,thetasigma01,#1E90FF,"!sr goodluckbabe"
422,streamelements,#5B99FF,"@ThetaSigma01, added ChappellRoanVEVO - "Chappell Roan - Good Luck, Babe! (Official Lyric Video)" to the queue at #7 (playing ~in  16 mins 43 secs) https://youtu.be/1RKqOmSkGgM"
425,paulmccartneyy_,#DAA520,"!song The Downtown Lights"
425,streamelements,#5B99FF,"@paulmccartneyy_, current song: Uuden Musiikin Kilpailu - Goldielocks – Made Of (music video) // UMK25, requested by luxembourgz99 https://youtu.be/p1FBSZNlhTk"
426,luxembourgz99,,"!followage"
426,streamelements,#5B99FF,"@luxembourgz99, luxembourgz99 has been following nevo1st for  8 days 21 hours"
430,paulmccartneyy_,#DAA520,"!wrongsong"
430,streamelements,#5B99FF,"@paulmccartneyy_ Removed your last song from the queue: Magdalena Bay - Killing Time (Official Audio)"
432,bartsimplton,#DAA520,"HI EVERYBODY !!"
447,voied_,,"oh go on then Owen I’ll come back if you insist"
450,jayc365ud,,"no Steve bracknal from Royal Oak fc on tik tok 😔"
452,paulmccartneyy_,#DAA520,"!sr Killing time Magdelena Bay"
452,streamelements,#5B99FF,"@paulmccartneyy_, added Magdalena Bay - "Magdalena Bay - Killing Time (Official Audio)" to the queue at #7 (playing ~in  16 mins 28 secs) https://youtu.be/CDYkitREFxM"
453,necrozmatic_,#1E90FF,"no he means steve bracknell"
456,sofiyeg,#8A2BE2,"!sr https://www.youtube.com/watch?v=qV5lzRHrGeg"
456,streamelements,#5B99FF,"@SofiyeG, added CarlyRaeJepsenVEVO - "Carly Rae Jepsen - I Really Like You" to the queue at #8 (playing ~in  20 mins 22 secs) https://youtu.be/qV5lzRHrGeg"
457,necrozmatic_,#1E90FF,"royal oak fc"
463,paulmccartneyy_,#DAA520,"!sr The Downtown Lights"
464,luxembourgz99,,"Nevo I've been following for 8 days are you proud of me"
464,streamelements,#5B99FF,"@paulmccartneyy_, could not add song: The requested song is too long"
465,born2shit_forced2wipe,#2E8B57,"nevo do u prefer chips or crisps?"
471,voied_,,"STEVE BRACKNELL ASSISTANT MANAGER OF ROYAL OAK FC"
479,sofiyeg,#8A2BE2,"should probably up the max song length a bit"
479,born2shit_forced2wipe,#2E8B57,"IM GONNA GET U"
494,hairehdb,#9E5C9D,"you will NEVER beat minecraft, never ever ever nevo1sFrowns"
494,squirm1610,,"nevo Oasis or stone roses?"
496,born2shit_forced2wipe,#2E8B57,"!sr big ole smelly fart"
496,jayc365ud,,"it’s a parody football account"
497,streamelements,#5B99FF,"@Born2Shit_Forced2Wipe, added Bently Harris - "Big Ole' Smelly Fart - Achy Breaky Heart Parody - Bently Sumner Harris" to the queue at #1 (playing ~now) https://youtu.be/M9YhMRRQA90"
498,born2shit_forced2wipe,#2E8B57,"bit quiet"
502,voied_,,"throw in Tinky Winky then I’ll think about it"
504,luxembourgz99,,"!sr mäna human eyes"
504,streamelements,#5B99FF,"@luxembourgz99, added MÄNA - Topic - "Human Eyes" to the queue at #9 (playing ~in  24 mins 41 secs) https://youtu.be/1QxI5LCFho4"
509,thetasigma01,#1E90FF,"Can NN5 be hardcore @nevo1st"
516,born2shit_forced2wipe,#2E8B57,"is it hardcore?"
517,voied_,,"!discord"
534,voied_,,"that didn’t work 😭"
541,voied_,,"I look like a geriatric"
557,thetasigma01,#1E90FF,"@Born2Shit_Forced2Wipe yes jamie ik ur old but u can see the hearts that means its hardcore"
565,voied_,,"I’ll find it somewhere"
