time,user_name,user_color,message
28,fivootm,#00973E,"h"
32,hulkshart,#FF0000,"she said she was 12?"
33,jamieec,#5F9EA0,"evenin"
33,nevo1st,#1E90FF,"hh"
34,jayc365ud,,"hello all"
34,paulpaul090,,"HELLO"
40,nevo1st,#1E90FF,"hello fellas"
44,ic3mini,#000000,"shhh"
49,best_lesbian,#FF69B4,"Hello nevo and chat"
51,cocokofu,,"MERRY CHRITMAS OMFG IT SCHRISTMAS"
59,realkdy20,#0000FF,"currently reading the christmas tv magazine"
60,sofiyeg,#8A2BE2,"hi nevo and chat :3"
61,jamieec,#5F9EA0,"whats the plan today my man?"
62,kerloud,#DADADA,"nevo1sKing"
66,nevo1st,#1E90FF,"meow meow meow meow"
69,nevo1st,#1E90FF,"meow meow meow"
69,paulmccartneyy_,#DAA520,"Crazy how you missed dejis birthday stream :("
73,nevo1st,#1E90FF,"meow meow meow"
74,ma1va_,,"hii!!!"
75,sofiyeg,#8A2BE2,"are these the jingle cats?"
75,best_lesbian,#FF69B4,"I've eaten my 30th orange today!!!"
76,nevo1st,#1E90FF,"@paulmccartneyy_ FUCK"
86,nevo1st,#1E90FF,"@SofiyeG YEs"
93,thetasigma01,#1E90FF,"ThetaSigma01 subscribed at Tier 1. They've subscribed for 2 months, currently on a 2 month streak! "
100,sofiyeg,#8A2BE2,"@nevo1st meow"
106,jayc365ud,,"meow"
112,paulmccartneyy_,#DAA520,"oh! impressive! hm"
113,izzyatzizzis,#2E8B57,"Hiii!!!"
122,thetasigma01,#1E90FF,"moew"
126,lyraawr,#FF69B4,"lyraawr subscribed at Tier 1. They've subscribed for 5 months! happy birthday to you! happy birthday to you! happy birthday to lucie lyraawr nevo1st subscription happy birthday to you!"
139,izzyatzizzis,#2E8B57,"happy birthday nevo!"
142,best_lesbian,#FF69B4,"What shite quality"
149,best_lesbian,#FF69B4,"nevo1sNaeNae"
156,paulmccartneyy_,#DAA520,"Aw happy birthday nevo"
166,anastasiabvrhausen,#FF00E7,"Wipe the vaseline off ur camera pls"
166,jamieec,#5F9EA0,"bro send the camer aback"
173,sofiyeg,#8A2BE2,"happy birthday nevo, maybe chat should chip in for a new cam :3"
173,izzyatzizzis,#2E8B57,"Its all that kissing the camera"
183,thetasigma01,#1E90FF,"give us a fit tour"
186,realkdy20,#0000FF,"did the baby oil get on the camera again?"
201,best_lesbian,#FF69B4,"Is eating 30 oranges bad?"
206,anastasiabvrhausen,#FF00E7,"PGW?"
216,sofiyeg,#8A2BE2,"@best_lesbian definitely"
220,best_lesbian,#FF69B4,"Whoops"
225,paulmccartneyy_,#DAA520,"STOP EATING ORANGES"
231,thetasigma01,#1E90FF,"can you play piglets big game"
233,jayc365ud,,"I missed the recent streams I can only apologise"
233,izzyatzizzis,#2E8B57,"Best lesbian do you like oranges perchance"
235,jayc365ud,,"what happened"
239,fivootm,#00973E,"Pop a berocca every death"
240,realkdy20,#0000FF,"you could play papas pizzeria"
244,paulmccartneyy_,#DAA520,"you will never defeat that dragon alone"
245,anastasiabvrhausen,#FF00E7,"How about PGW?"
246,best_lesbian,#FF69B4,"I think I'm going to get really sick"
247,jamieec,#5F9EA0,"could u do euro truck again?"
256,jamieec,#5F9EA0,"are u doing 2 games today?"
263,sofiyeg,#8A2BE2,"@izzyatzizzis imagine if this was just some self torture and they don't even like them"
271,jayc365ud,,"Nevo get anti crease spray if u suck at ironing like me"
273,izzyatzizzis,#2E8B57,"@best_lesbian I recommend we stop eating oranges!"
280,paulmccartneyy_,#DAA520,"ALL THE BEST STREAMS START WITH A POLL FOR GAME"
292,izzyatzizzis,#2E8B57,"I need anti crease spray right now"
296,jayc365ud,,"it is a thing it’s sick for my lazy student ass"
298,anastasiabvrhausen,#FF00E7,"Use anti-crease spray on ur dirtbox"
301,thetasigma01,#1E90FF,"can u be callum for a stream?"
302,jamieec,#5F9EA0,"dont u make ur mam do ur washing?"
303,best_lesbian,#FF69B4,"@izzyatzizzis nevo1sBosh"
308,jayc365ud,,"fresh linen scent too it’s goated"
308,realkdy20,#0000FF,"song requests means some lovely sausage roll songs"
323,jayc365ud,,"yeah can confirm it does work"
325,best_lesbian,#FF69B4,"I have more oranges down stairs!!"
327,izzyatzizzis,#2E8B57,"How well does the spray work @jayc365ud"
334,sofiyeg,#8A2BE2,"is ironing that hard?"
349,jayc365ud,,"@sofiyeg no im just lazy"
355,sofiyeg,#8A2BE2,"fair enough"
357,jayc365ud,,"@izzyatzizzis works very well"
367,izzyatzizzis,#2E8B57,"Gonna buy it for myself for xmas"
372,lana_246x,,"nevo1sKing"
373,anastasiabvrhausen,#FF00E7,"!se big 'ole smelly fart"
373,jayc365ud,,"that’s a fantastic idea"
380,anastasiabvrhausen,#FF00E7,"!sr big ole smelly fart"
380,nightbot,#7C7CE1,"@AnastasiaBvrhausen -> There was an error requesting the song. Error: The song request queue is full"
384,anastasiabvrhausen,#FF00E7,"LOL"
397,izzyatzizzis,#2E8B57,"Gonna just recommend animal crossing songs"
409,best_lesbian,#FF69B4,"The Ian morre emote is my most used one apparently"
412,realkdy20,#0000FF,"!sr sausage rolls for everyone"
413,nightbot,#7C7CE1,"@realKDY20 -> There was an error requesting the song. Error: The song request queue is full"
415,anastasiabvrhausen,#FF00E7,"!sr https://www.youtube.com/watch?v=DAvOfEweyJo"
417,sofiyeg,#8A2BE2,"i won't recommend big ole smelly fart, i'll just stick to pakistani rock :3"
420,jayc365ud,,"how do u request songs"
423,jamieec,#5F9EA0,"!sr https://www.youtube.com/watch?v=389qlSTK_OI"
423,nightbot,#7C7CE1,"@JamieEC -> There was an error requesting the song. Error: The song request queue is full"
427,anastasiabvrhausen,#FF00E7,"LIES"
430,jamieec,#5F9EA0,"queue full mate"
438,thetasigma01,#1E90FF,"!sr NO NONCESENSE - OFFICAL MUSIC VIDEO"
438,nightbot,#7C7CE1,"@ThetaSigma01 -> There was an error requesting the song. Error: The song request queue is full"
439,jamieec,#5F9EA0,"!sr https://www.youtube.com/watch?v=389qlSTK_OI"
455,jamieec,#5F9EA0,"can u restart night bot"
459,realkdy20,#0000FF,"!sr i love sausage rolls"
460,nightbot,#7C7CE1,"@realKDY20 -> There was an error requesting the song. Error: The song request queue is full"
461,jamieec,#5F9EA0,"!sr conga black lace"
471,paulmccartneyy_,#DAA520,"its not a nevo stream if everything goes to plan"
476,anastasiabvrhausen,#FF00E7,"!sr big ole smelly fart"
476,nightbot,#7C7CE1,"@AnastasiaBvrhausen -> There was an error requesting the song. Error: The song request queue is full"
476,jayc365ud,,"does anyone else not feel festive at all"
478,mcmental22,#0000FF,"!sr No Ls by Deji"
478,thetasigma01,#1E90FF,"!sr NO NONCESENSE - OFFICAL MUSIC VIDEO"
496,mcmental22,#0000FF,"Nevo what game is it today Nevo"
500,izzyatzizzis,#2E8B57,"I want to recommend animal crossing songs but i don't want to annoy people"
500,lana_246x,,"probably ians sickness buggering it up"
503,jayc365ud,,"Nevo that was very deep"
503,anastasiabvrhausen,#FF00E7,"i have watched 12 christmas movies so far this month I am suitably festive"
519,realkdy20,#0000FF,"probably because its the best christmas song mate"
532,izzyatzizzis,#2E8B57,"Anyone watch the Christmas Karen 😃😃😃"
534,sofiyeg,#8A2BE2,"i have been festive since august"
535,anastasiabvrhausen,#FF00E7,"what the hell was that supposed to mean"
535,jamieec,#5F9EA0,"nevo ive ordered my christmas meats from the butcher so now im feeling festive :D"
550,paulmccartneyy_,#DAA520,"Not frosty again."
557,thetasigma01,#1E90FF,"can u shove that up your ass sideways"
562,sofiyeg,#8A2BE2,"i thought we bullied frosty off of the stream"
565,best_lesbian,#FF69B4,"I had one of those as a kid and I was terrified of it"
567,mcmental22,#0000FF,"Nevo please play Christmas Time by ImEthann and Charlie The Commentator"
573,jamieec,#5F9EA0,"oh and the chimney sweep came so ive a nice clean fire for xmas"
575,lana_246x,,"gimp"
582,izzyatzizzis,#2E8B57,"@mcmental22 easily the best Xmas song"
585,hulkshart,#FF0000,"breathe breathe nevo youve got this"
586,anastasiabvrhausen,#FF00E7,"brown bricks in minecraft"
594,jamieec,#5F9EA0,"y dont u do it offline?"
596,jamieec,#5F9EA0,"offline world"
598,paulmccartneyy_,#DAA520,"!sr pink pony club"
599,nightbot,#7C7CE1,"@paulmccartneyy_ -> "Pink Pony Club" by Chappell Roan - Topic has been added to the queue in position #18"
602,sofiyeg,#8A2BE2,"!sr merry christmas, please don't call"
606,thetasigma01,#1E90FF,"!sr NO NONCESENSE - OFFICAL MUSIC VIDEO"
606,nightbot,#7C7CE1,"@ThetaSigma01 -> "NO NONCESENSE - OFFICAL MUSIC VIDEO" by Callums Corner has been added to the queue in position #19"
607,anastasiabvrhausen,#FF00E7,"!sr big ole smelly fart"
608,ecco2klover,#8A2BE2,"!sr bladee be nice 2 me"
615,jamieec,#5F9EA0,"!sr conga black lace"
615,nightbot,#7C7CE1,"@JamieEC -> There was an error requesting the song. Error: That song is already in the queue"
631,best_lesbian,#FF69B4,"You should make a Spotify playlist for stream"
634,paulmccartneyy_,#DAA520,"WHAT DID EVERYONE HAVE FOR TEA"
637,realkdy20,#0000FF,"think ian moore's got his fat arse in and blocked the queue"
646,anastasiabvrhausen,#FF00E7,"i had 2 vegan sausage rolls for dinner"
656,thetasigma01,#1E90FF,"i miss Ian"
657,sofiyeg,#8A2BE2,"@paulmccartneyy_ chips"
668,nightbot,#7C7CE1,"JOIN MY DISCORD IF YOU ARE NOT WEIRD https://discord.com/invite/aUSKbeJPXp"
669,jamieec,#5F9EA0,"nothing yet probably gonna get a kebab wbu?"
672,best_lesbian,#FF69B4,"I had pasta it was ranck"
674,paulmccartneyy_,#DAA520,"@AnastasiaBvrhausen sausage rolls for everyone!"
679,realkdy20,#0000FF,"new fall guys map?"
684,bigfatfattyfatso,,"hello nevo"
685,anastasiabvrhausen,#FF00E7,"i predict that you will die in 5 mins"
687,fivootm,#00973E,"still wilbur.."
687,jamieec,#5F9EA0,"are we joining?"
688,thetasigma01,#1E90FF,"@nevo1st put on the amoung us one"
690,jamieec,#5F9EA0,"or what?"
698,folklohre,#FF69B4,"!prediction"
699,anastasiabvrhausen,#FF00E7,"Btw he's definitely looked up a goated seed"
700,folklohre,#FF69B4,"oops"
700,sofiyeg,#8A2BE2,"i hate the wilbur skin!!!"
702,jamieec,#5F9EA0,"why did u give us the version then lol"
720,best_lesbian,#FF69B4,"Guys I think the oranges are getting to me!!"
722,paulmccartneyy_,#DAA520,"!game Minecraft"
722,nightbot,#7C7CE1,"@paulmccartneyy_ -> The stream game has been updated to: Minecraft"
730,thetasigma01,#1E90FF,"@best_lesbian ARE U OK!?!?!"
731,jamieec,#5F9EA0,"and woke nether?"
739,anastasiabvrhausen,#FF00E7,"!title Doing a Massive Piss in Minecrap"
739,nightbot,#7C7CE1,"@AnastasiaBvrhausen -> Current Stream Title: 12/12 SPECIAL"
744,ic3mini,#000000,"why are you on minecraft"
745,best_lesbian,#FF69B4,"@thetasigma01 no I'm struggling"
749,paulmccartneyy_,#DAA520,"ANASTASIA LOL"
753,fivootm,#00973E,"@ic3mini nevnation4 dropped early!"
756,thetasigma01,#1E90FF,"@best_lesbian why did you eat 30!?!?!"
